IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
A2AJT9_1_711,nucleic acid binding; DNA binding; transcription coregulator activity,nucleus; cytoplasm; mitochondrion; protein-containing complex; intracellular membrane-bounded organelle,3,5
A2CJ06_379_578,zinc ion binding; metal ion binding,plasma membrane; membrane; cell junction; synapse,2,4
A2CJ06_291_330,zinc ion binding; metal ion binding,plasma membrane; membrane; cell junction; synapse,2,4
A2IDD5_1_56,,cytoplasm; endoplasmic reticulum; centriole; microtubule organizing center; cytoskeleton; plasma membrane; microtubule cytoskeleton; membrane; sarcolemma; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,0,12
A2IDD5_317_438,,cytoplasm; endoplasmic reticulum; centriole; microtubule organizing center; cytoskeleton; plasma membrane; microtubule cytoskeleton; membrane; sarcolemma; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,0,12
A2IDD5_102_166,,cytoplasm; endoplasmic reticulum; centriole; microtubule organizing center; cytoskeleton; plasma membrane; microtubule cytoskeleton; membrane; sarcolemma; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; other,0,12
A2PYH4_1091_1435,nucleic acid binding; ATP binding; ATP hydrolysis activity; other,nucleus; intracellular membrane-bounded organelle,4,2
A2PYH4_1_266,nucleic acid binding; ATP binding; ATP hydrolysis activity; other,nucleus; intracellular membrane-bounded organelle,4,2
A2RRD8_479_509,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
A2RRD8_1_159,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
A2RRH5_256_308,,nucleus; nucleoplasm; intracellular membrane-bounded organelle,0,3
A2RRH5_409_498,,nucleus; nucleoplasm; intracellular membrane-bounded organelle,0,3
A2RRL7_1_58,,,0,0
A2RRP1_1_84,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RRP1_275_325,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RRP1_443_521,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RRP1_1356_1524,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RRP1_1125_1243,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RRP1_619_664,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
A2RTX5_1_135,ATP binding; identical protein binding; other,nucleus; cytoplasm; intracellular membrane-bounded organelle,3,3
A2RTY3_473_570,,,0,0
A2RTY3_1_146,,,0,0
A2RU30_240_521,signaling receptor binding; enzyme binding,nucleus; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,2,8
A2RU30_1_164,signaling receptor binding; enzyme binding,nucleus; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,2,8
A2RU37_1_121,,,0,0
A2RU54_225_273,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,8,5
A2RU54_1_146,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,8,5
A2RU67_1_101,,cytoplasm; Golgi apparatus; cytoskeleton; intracellular membrane-bounded organelle,0,4
A2RUB1_910_952,,nucleus; cytoplasm; intracellular membrane-bounded organelle,0,3
A2RUB1_1_749,,nucleus; cytoplasm; intracellular membrane-bounded organelle,0,3
A2RUB6_567_711,microtubule binding; identical protein binding; protein homodimerization activity; protein dimerization activity,cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; cell junction; midbody; centriolar satellite; ciliary basal body; cell projection; neuron projection; other,4,15
A2RUB6_742_900,microtubule binding; identical protein binding; protein homodimerization activity; protein dimerization activity,cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; cell junction; midbody; centriolar satellite; ciliary basal body; cell projection; neuron projection; other,4,15
A2RUB6_361_449,microtubule binding; identical protein binding; protein homodimerization activity; protein dimerization activity,cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; cell junction; midbody; centriolar satellite; ciliary basal body; cell projection; neuron projection; other,4,15
A2RUB6_22_325,microtubule binding; identical protein binding; protein homodimerization activity; protein dimerization activity,cytoplasm; centrosome; microtubule organizing center; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; cell junction; midbody; centriolar satellite; ciliary basal body; cell projection; neuron projection; other,4,15
A2RUG3_1_117,,,0,0
A2RUH7_1_45,,cytoplasm,0,1
A2RUQ5_1_167,,,0,0
A2RUR9_1310_1427,,,0,0
A2RUR9_1108_1155,,,0,0
A2RUR9_785_824,,,0,0
A2RUR9_1_646,,,0,0
A2RUS2_1_43,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol; cytoplasmic vesicle; intracellular membrane-bounded organelle,1,4
A2RUS2_428_518,guanyl-nucleotide exchange factor activity,cytoplasm; cytosol; cytoplasmic vesicle; intracellular membrane-bounded organelle,1,4
A2RUT3_1_117,,nucleus; intracellular membrane-bounded organelle,0,2
A2VCK2_87_133,,microtubule organizing center; cytoskeleton; microtubule; microtubule cytoskeleton,0,4
A2VCK2_207_349,,microtubule organizing center; cytoskeleton; microtubule; microtubule cytoskeleton,0,4
A2VDJ0_1_95,,cytoplasm; endoplasmic reticulum; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A2VDJ0_195_409,,cytoplasm; endoplasmic reticulum; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A2VDJ0_475_591,,cytoplasm; endoplasmic reticulum; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A2VDJ0_897_1609,,cytoplasm; endoplasmic reticulum; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A2VEC9_903_971,other,extracellular region; extracellular space; plasma membrane; membrane; extracellular matrix; protein-containing complex,1,6
A2VEC9_4153_5150,other,extracellular region; extracellular space; plasma membrane; membrane; extracellular matrix; protein-containing complex,1,6
A2VEC9_1_198,other,extracellular region; extracellular space; plasma membrane; membrane; extracellular matrix; protein-containing complex,1,6
A3KMH1_1201_1233,ATP binding; ATP hydrolysis activity,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,2,3
A3KMH1_1301_1337,ATP binding; ATP hydrolysis activity,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,2,3
A3KMH1_1384_1419,ATP binding; ATP hydrolysis activity,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,2,3
A3KMH1_1_64,ATP binding; ATP hydrolysis activity,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,2,3
A3KMH1_1522_1702,ATP binding; ATP hydrolysis activity,cytoplasm; mitochondrion; intracellular membrane-bounded organelle,2,3
A3KN83_1_250,nucleic acid binding; DNA binding; chromatin binding; histone binding; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,5,2
A3KN83_1001_1044,nucleic acid binding; DNA binding; chromatin binding; histone binding; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,5,2
A3KN83_666_850,nucleic acid binding; DNA binding; chromatin binding; histone binding; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,5,2
A3QJZ6_111_153,,cytoplasm,0,1
A3QJZ7_106_152,,cytoplasm,0,1
A4D0S4_850_1761,structural molecule activity; extracellular matrix structural constituent,extracellular region; basement membrane; extracellular matrix; protein-containing complex; collagen-containing extracellular matrix,2,5
A4D0S4_556_593,structural molecule activity; extracellular matrix structural constituent,extracellular region; basement membrane; extracellular matrix; protein-containing complex; collagen-containing extracellular matrix,2,5
A4D0V7_498_571,,cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle,0,3
A4D0V7_419_452,,cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle,0,3
A4D0V7_207_273,,cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle,0,3
A4D0V7_955_1026,,cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle,0,3
A4D0V7_1_164,,cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle,0,3
A4D0Y5_1_90,,,0,0
A4D126_1_50,identical protein binding; protein homodimerization activity; protein dimerization activity; other,cytoplasm; cytosol,4,2
A4D161_228_298,,,0,0
A4D1B5_778_854,other,cytoplasm; Golgi apparatus; trans-Golgi network; intracellular membrane-bounded organelle,1,4
A4D1E1_124_1349,metal ion binding,nucleus; intracellular membrane-bounded organelle,1,2
A4D1E1_1_43,metal ion binding,nucleus; intracellular membrane-bounded organelle,1,2
A4D1E9_353_387,magnesium ion binding; nucleic acid binding; RNA binding; GTPase activity; GTP binding; metal ion binding,nucleus; chromosome; nucleolus; cytoplasm; mitochondrion; intracellular membrane-bounded organelle,6,6
A4D1E9_198_228,magnesium ion binding; nucleic acid binding; RNA binding; GTPase activity; GTP binding; metal ion binding,nucleus; chromosome; nucleolus; cytoplasm; mitochondrion; intracellular membrane-bounded organelle,6,6
A4D1F6_1_153,,,0,0
A4D1N5_1_150,,,0,0
A4D1P6_209_399,other,cytoplasm; endosome; early endosome; late endosome; cytosol; endosome membrane; membrane; extrinsic component of membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; intracellular membrane-bounded organelle,1,12
A4D1S0_1_253,carbohydrate binding,,1,0
A4D1S5_186_217,GTPase activity; GTP binding,extracellular region; extracellular space; plasma membrane; membrane; extracellular exosome,2,5
A4D1U4_1_78,guanyl-nucleotide exchange factor activity,cytoplasm,1,1
A4D1U4_195_235,guanyl-nucleotide exchange factor activity,cytoplasm,1,1
A4D250_1_179,,,0,0
A4D256_354_447,other,spindle pole; nucleus; nucleolus; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; centrosome; microtubule organizing center; spindle; cytoskeleton; microtubule cytoskeleton; membrane; intracellular membrane-bounded organelle; mitotic spindle,1,14
A4D263_1_438,,,0,0
A4D2B8_378_440,ATP hydrolysis activity; other,nucleus; protein-containing complex; intracellular membrane-bounded organelle,2,3
A4D2B8_1_220,ATP hydrolysis activity; other,nucleus; protein-containing complex; intracellular membrane-bounded organelle,2,3
A4D2G3_256_310,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity; other,plasma membrane; membrane,4,2
A4D2H0_499_777,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4D2H0_273_317,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4D2H0_1_46,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4D2P6_207_285,,plasma membrane; membrane; cell junction; synapse; postsynaptic membrane; anchoring junction,0,6
A4D2P6_78_137,,plasma membrane; membrane; cell junction; synapse; postsynaptic membrane; anchoring junction,0,6
A4D2P6_460_892,,plasma membrane; membrane; cell junction; synapse; postsynaptic membrane; anchoring junction,0,6
A4D2P6_347_385,,plasma membrane; membrane; cell junction; synapse; postsynaptic membrane; anchoring junction,0,6
A4FU01_481_709,other,extracellular region; extracellular space; cytoplasm; extracellular exosome,1,4
A4FU01_1_54,other,extracellular region; extracellular space; cytoplasm; extracellular exosome,1,4
A4FU28_1_51,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4FU28_499_777,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4FU28_273_317,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
A4FU49_1_65,,nucleus; nucleoplasm; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A4FU49_126_571,,nucleus; nucleoplasm; plasma membrane; membrane; intracellular membrane-bounded organelle,0,5
A4FU69_1_251,calcium ion binding; metal ion binding,,2,0
A4FU69_1468_1503,calcium ion binding; metal ion binding,,2,0
A4FU69_439_763,calcium ion binding; metal ion binding,,2,0
A4GXA9_1_56,nucleic acid binding; DNA binding; other,nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,3,4
A4IF30_1_155,other,,1,0
A4IF30_483_521,other,,1,0
A4QN01_1_128,,,0,0
A4QPB2_217_252,signaling receptor activity,,1,0
A4QPH2_282_348,other,cytoplasm; plasma membrane; membrane,1,3
A4UGR9_2858_3374,actin binding; protein-containing complex binding; actin filament binding; other,cytoplasm; Z disc; cell junction; anchoring junction,4,4
A5A3E0_1_133,,extracellular region; extracellular space; cytoplasm; cell cortex; extracellular exosome,0,5
A5A3E0_363_632,,extracellular region; extracellular space; cytoplasm; cell cortex; extracellular exosome,0,5
A5D8T8_1_45,carbohydrate binding,extracellular region; extracellular space; cytoplasm; endosome; endoplasmic reticulum; Golgi apparatus; cytoplasmic vesicle; intracellular membrane-bounded organelle,1,8
A5D8V6_165_355,other,extracellular region; extracellular space; cytoplasm; endosome; late endosome; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle; extracellular exosome,1,12
